0,1,2,3,4
2020-07-01 23:40:00,0.7635636133333333,29.933779666666663,0.0,159.36666666666636
2020-07-01 23:50:00,0.7638323683333333,29.90766633333333,0.0,161.33333333333303
2020-07-02 00:00:00,0.7630261150000001,29.88209016666666,0.0,152.98333333333304
2020-07-02 00:10:00,0.7629365333333333,29.854857166666665,0.0,139.9499999999997
2020-07-02 00:20:00,0.76235424,29.82735483333333,0.0,137.78333333333302
2020-07-02 00:30:00,0.7623542416666665,29.8018685,0.0,127.21666666666636
2020-07-02 00:40:00,0.7610552833333334,29.78198133333333,0.0,118.29999999999968
2020-07-02 00:50:00,0.761055285,29.76545333333333,0.0,113.76666666666635
2020-07-02 01:00:00,0.7613688283333334,29.749239000000003,0.0,102.21666666666636
2020-07-02 01:10:00,0.7619511216666667,29.732128166666666,0.0,101.71666666666636
2020-07-02 01:20:00,0.7622646633333333,29.706372833333333,0.0,107.36666666666638
2020-07-02 01:30:00,0.763026125,29.68912783333333,0.0,109.3499999999997
2020-07-02 01:40:00,0.76302612,29.674346166666663,0.0,118.18333333333304
2020-07-02 01:50:00,0.7631604933333334,29.6596095,0.0,115.13333333333304
2020-07-02 02:00:00,0.7627125716666666,29.64102083333333,0.0,127.3499999999997
2020-07-02 02:10:00,0.7620406933333334,29.614952,0.0,206.8666666666664
2020-07-02 02:20:00,0.762264655,29.584493833333337,0.0,264.7166666666664
2020-07-02 02:30:00,0.761592775,29.5418075,0.0,272.4666666666664
2020-07-02 02:40:00,0.761324025,29.49181983333333,0.0,270.38333333333304
2020-07-02 02:50:00,0.7627573550000001,29.441115666666665,0.0,275.5666666666663
2020-07-02 03:00:00,0.7632948616666666,29.393144,0.0,273.9999999999997
2020-07-02 03:10:00,0.763832365,29.353817166666666,0.0,197.43333333333305
2020-07-02 03:20:00,0.7642354883333332,29.320671166666667,0.0,135.39999999999972
2020-07-02 03:30:00,0.7641907,29.3010075,0.0,123.84999999999968
2020-07-02 03:40:00,0.7640563233333334,29.278522166666665,0.0,113.23333333333302
2020-07-02 03:50:00,0.762712575,29.2589035,0.0,110.98333333333302
2020-07-02 04:00:00,0.7619511083333333,29.2449285,0.0,98.76666666666635
2020-07-02 04:10:00,0.7625334033333333,29.21675466666667,0.0,226.84999999999968
2020-07-02 04:20:00,0.7621750716666665,29.170260833333334,0.0,365.2166666666664
2020-07-02 04:30:00,0.762802155,29.10083366666667,0.0,393.9333333333331
2020-07-02 04:40:00,0.7630261150000001,29.0383495,0.0,406.5666666666663
2020-07-02 04:50:00,0.7630261183333333,28.970221,0.0,406.9666666666664
2020-07-02 05:00:00,0.762891745,28.892776166666668,0.0,412.533333333333
2020-07-02 05:10:00,0.762622995,28.831590666666667,0.0,289.59999999999974
2020-07-02 05:20:00,0.7625782,28.794996166666664,0.0,153.01666666666637
2020-07-02 05:30:00,0.7622646599999999,28.7725555,0.0,129.36666666666636
2020-07-02 05:40:00,0.7623542433333332,28.7456355,0.0,123.6999999999997
2020-07-02 05:50:00,0.7627573700000001,28.72771916666667,0.0,132.76666666666634
2020-07-02 06:00:00,0.7623094533333333,28.7085035,0.0,143.66666666666637
2020-07-02 06:10:00,0.76230945,28.691393166666668,0.0,145.58333333333303
2020-07-02 06:20:00,0.7618615283333333,28.672580666666665,195.31666666666575,166.6499999999997
2020-07-02 06:30:00,0.7620854850000001,28.7412015,858.8333333333325,187.0166666666664
2020-07-02 06:40:00,0.7628021533333333,28.895195,1518.8833333333323,202.7666666666664
2020-07-02 06:50:00,0.761727145,29.16708033333333,2176.766666666666,217.4166666666664
2020-07-02 07:00:00,0.7627125650000001,29.589331166666668,2829.6833333333325,227.93333333333305
2020-07-02 07:10:00,0.7618615200000001,30.096820666666662,3455.483333333332,238.68333333333305
2020-07-02 07:20:00,0.762533405,30.647310166666667,3260.1666666666656,285.54999999999967
2020-07-02 07:30:00,0.7629365333333333,31.096346666666665,2596.649999999999,354.4666666666664
2020-07-02 07:40:00,0.7623542416666665,31.452978166666668,1936.5999999999992,447.4166666666664
2020-07-02 07:50:00,0.76253341,31.66009483333333,1278.7166666666658,555.3666666666663
2020-07-02 08:00:00,0.7631604966666666,31.698795166666667,625.7999999999992,714.233333333333
2020-07-02 08:10:00,0.7637427899999999,31.61655783333333,0.0,878.7666666666664
2020-07-02 08:20:00,0.7635636216666667,31.458084666666668,0.0,976.5499999999996
2020-07-02 08:30:00,0.7635188316666667,31.292937833333337,0.0,965.6833333333328
2020-07-02 08:40:00,0.7632948716666667,31.126626666666667,0.0,919.5499999999996
2020-07-02 08:50:00,0.7634292483333334,30.971647333333337,0.0,849.0999999999996
2020-07-02 09:00:00,0.7623542416666665,30.829164666666667,0.0,738.6166666666663
2020-07-02 09:10:00,0.7626677883333333,30.675081,0.0,627.2666666666663
2020-07-02 09:20:00,0.7626677866666666,30.531792666666664,0.0,532.983333333333
2020-07-02 09:30:00,0.76280216,30.389758333333333,0.0,589.4666666666664
2020-07-02 09:40:00,0.7634292466666667,30.22935933333333,0.0,684.6166666666663
2020-07-02 09:50:00,0.7637427883333333,30.0552095,0.0,785.3499999999998
2020-07-02 10:00:00,0.7640563349999999,29.86686083333333,0.0,866.6166666666662
2020-07-02 10:10:00,0.7637427899999999,29.70162483333333,0.0,895.7666666666663
2020-07-02 10:20:00,0.7635636199999999,29.541808166666662,0.0,924.8833333333328
2020-07-02 10:30:00,0.7632948700000001,29.38553016666667,0.0,887.6666666666664
2020-07-02 10:40:00,0.7630709116666666,29.252051166666664,0.0,822.483333333333
2020-07-02 10:50:00,0.7635188333333334,29.141550666666664,0.0,753.3499999999996
2020-07-02 11:00:00,0.7643250866666667,29.06164283333333,0.0,694.7166666666664
2020-07-02 11:10:00,0.7646834233333334,29.0052505,0.0,685.8166666666663
2020-07-02 11:20:00,0.7652657216666666,28.96816366666667,0.0,675.3833333333331
2020-07-02 11:30:00,0.7653105133333334,28.886643000000003,0.0,718.8999999999996
2020-07-02 11:40:00,0.7659823866666667,28.689872833333336,0.0,829.7833333333332
2020-07-02 11:50:00,0.7651313366666667,28.467168333333333,0.0,876.683333333333
2020-07-02 12:00:00,0.76526571,28.21969366666667,0.0,890.2333333333331
2020-07-02 12:10:00,0.7651761233333333,27.94417933333333,0.0,886.0666666666665
2020-07-02 12:20:00,0.7652209133333333,27.65912433333333,0.0,868.7333333333331
2020-07-02 12:30:00,0.7647281966666667,27.424102166666668,0.0,807.5333333333332
2020-07-02 12:40:00,0.76378757,27.290041,0.0,677.6499999999997
2020-07-02 12:50:00,0.764504245,27.179943000000005,0.0,605.483333333333
2020-07-02 13:00:00,0.7648177883333332,27.07974466666667,0.0,690.083333333333
2020-07-02 13:10:00,0.7644594549999999,26.949625,0.0,888.4166666666664
2020-07-02 13:20:00,0.7639219533333333,26.780178333333332,0.0,1008.0333333333332
2020-07-02 13:30:00,0.7644594633333334,26.59272483333333,0.0,1036.4
2020-07-02 13:40:00,0.7654000933333333,26.411990166666666,0.0,1053.9333333333332
2020-07-02 13:50:00,0.7649969616666666,26.222789833333334,0.0,1082.583333333333
2020-07-02 14:00:00,0.7645490416666667,26.026825833333334,0.0,988.8666666666664
2020-07-02 14:10:00,0.76428029,25.871577666666667,0.0,802.083333333333
2020-07-02 14:20:00,0.76414591,25.743831666666665,0.0,695.6499999999996
2020-07-02 14:30:00,0.7639219483333334,25.6218645,0.0,722.4166666666664
2020-07-02 14:40:00,0.7641906983333334,25.494924666666662,0.0,790.6999999999997
2020-07-02 14:50:00,0.7646834133333332,25.36171433333333,0.0,850.7499999999997
2020-07-02 15:00:00,0.7642354983333334,25.214528666666663,0.0,890.0833333333329
2020-07-02 15:10:00,0.765758415,25.062864333333334,0.0,879.0499999999997
2020-07-02 15:20:00,0.765713625,24.914604,0.0,900.6499999999996
